city,state,postcode,country,can_contact,sold_date,event_date,event_desc,num_tickets,estimated_price,is_international,region_category,sold_month,event_month,days_until_event,total_value
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Cardiff South,NSW,2285,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Fairfield East,NSW,2165,AU,Y,2025-02-25,2025-04-18,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,52,70
Nelson Bay,NSW,2315,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Nelson Bay,NSW,2315,AU,Y,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Five Dock,NSW,2046,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Sadleir,NSW,2168,AU,N,2025-02-25,2025-04-22,Dino Adventures,4,25,False,Australia,2025-02,2025-04,56,100
Sadleir,NSW,2168,AU,N,2025-02-25,2025-04-22,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
St Helens Park,NSW,2560,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Liverpool,NSW,2170,AU,N,2025-02-25,2025-04-14,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,48,70
Liverpool,NSW,2170,AU,N,2025-02-25,2025-04-14,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,48,70
Liverpool,NSW,2170,AU,N,2025-02-25,2025-04-14,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,48,35
Collaroy,NSW,2097,AU,Y,2025-02-25,2025-04-23,Donation,1,10,False,Australia,2025-02,2025-04,57,10
Collaroy,NSW,2097,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Neutral Bay,NSW,2089,AU,N,2025-02-25,2025-04-18,Reserved Seating,2,50,False,Australia,2025-02,2025-04,52,100
Neutral Bay,NSW,2089,AU,N,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Sydney,NSW,2171,AU,Y,2025-02-25,2025-04-16,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
North Tamworth,NSW,2340,AU,N,2025-02-25,2025-04-17,Big Bush BBQ,2,20,False,Australia,2025-02,2025-04,51,40
North Tamworth,NSW,2340,AU,N,2025-02-25,2025-04-17,Dino Adventures,2,25,False,Australia,2025-02,2025-04,51,50
North Tamworth,NSW,2340,AU,N,2025-02-25,2025-04-17,Reserved Seating,2,50,False,Australia,2025-02,2025-04,51,100
Peregian Springs,QLD,4573,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Wadalba,NSW,2259,AU,Y,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Cranebrook,NSW,2749,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Farmborough Heights,NSW,2526,AU,N,2025-02-25,2025-04-22,Big Bush BBQ,5,20,False,Australia,2025-02,2025-04,56,100
Farmborough Heights,NSW,2526,AU,N,2025-02-25,2025-04-22,Bianco - The Viewing,2,25,False,Australia,2025-02,2025-04,56,50
Farmborough Heights,NSW,2526,AU,N,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Farmborough Heights,NSW,2526,AU,N,2025-02-25,2025-04-22,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Canada Bay,NSW,2046,AU,Y,2025-02-25,2025-04-22,Dino Adventures,2,25,False,Australia,2025-02,2025-04,56,50
Canada Bay,NSW,2046,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Canada Bay,NSW,2046,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Wentworth Point,NSW,2127,AU,N,2025-02-25,2025-04-16,Single Day Entry,4,50,False,Australia,2025-02,2025-04,50,200
Punchbowl,NSW,2196,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Brightwaters,NSW,2264,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Glebe,NSW,2037,AU,Y,2025-02-25,2025-04-17,Big Bush BBQ,4,20,False,Australia,2025-02,2025-04,51,80
Glebe,NSW,2037,AU,Y,2025-02-25,2025-04-17,Single Day Entry,4,50,False,Australia,2025-02,2025-04,51,200
Cabramatta,NSW,2166,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Springwood,NSW,2777,AU,Y,2025-02-25,2025-04-14,After 4pm Entry,4,35,False,Australia,2025-02,2025-04,48,140
Springwood,NSW,2777,AU,Y,2025-02-25,2025-04-14,After 4pm Entry,4,35,False,Australia,2025-02,2025-04,48,140
Burwood,NSW,2134,AU,Y,2025-02-25,2025-04-12,Big Bush BBQ,2,20,False,Australia,2025-02,2025-04,46,40
Burwood,NSW,2134,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Gymea Bay,NSW,2227,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Quakers Hill,NSW,2763,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Greystanes,NSW,2145,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Greystanes,NSW,2145,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Alfords Point,NSW,2234,AU,N,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Rizal,,1860,PH,N,2025-02-25,2025-04-18,Reserved Seating,2,50,True,International,2025-02,2025-04,52,100
Leppington,NSW,2179,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Leppington,NSW,2179,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Jamisontown,NSW,2750,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Sutherland,NSW,2232,AU,N,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Jannali,NSW,2226,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Jannali,NSW,2226,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Middleton Grange,NSW,2171,AU,Y,2025-02-25,2025-04-12,Dino Adventures,3,25,False,Australia,2025-02,2025-04,46,75
Middleton Grange,NSW,2171,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Middleton Grange,NSW,2171,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Miranda,NSW,2228,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Port Kembla,NSW,2505,AU,N,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Port Kembla,NSW,2505,AU,N,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Lilli Pilli,NSW,2229,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Lilli Pilli,NSW,2229,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Coffs Harbour,NSW,2450,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Coffs Harbour,NSW,2450,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Tuggerawong,NSW,2259,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Wetherill Park,NSW,2164,AU,N,2025-02-25,2025-04-16,Single Day Entry,5,50,False,Australia,2025-02,2025-04,50,250
Kellyville,NSW,2155,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Kirrawee,NSW,2232,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Kirrawee,NSW,2232,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Carlingford,NSW,2118,AU,N,2025-02-25,2025-04-17,Single Day Entry,3,50,False,Australia,2025-02,2025-04,51,150
Ramsgate,NSW,2217,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Ramsgate,NSW,2217,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Ramsgate,NSW,2217,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-12,Big Bush BBQ,3,20,False,Australia,2025-02,2025-04,46,60
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
St Helens Park,NSW,2560,AU,Y,2025-02-25,2025-04-17,Single Day Entry,4,50,False,Australia,2025-02,2025-04,51,200
Eagle Vale,NSW,2558,AU,N,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Narrabeen,NSW,2101,AU,Y,2025-02-25,2025-04-15,Reserved Seating,4,50,False,Australia,2025-02,2025-04,49,200
nan,,,,N,2025-02-25,2025-04-20,Single Day Entry,4,50,True,International,2025-02,2025-04,54,200
nan,,,,N,2025-02-25,2025-04-13,Single Day Entry,1,50,True,International,2025-02,2025-04,47,50
nan,,,,N,2025-02-25,2025-04-13,Single Day Entry,4,50,True,International,2025-02,2025-04,47,200
Barrack Heights,NSW,2528,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Barrack Heights,NSW,2528,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Balgownie,NSW,2519,AU,Y,2025-02-25,2025-04-20,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,54,70
Maryland,NSW,2287,AU,Y,2025-02-25,2025-04-16,Dino Adventures,2,25,False,Australia,2025-02,2025-04,50,50
Maryland,NSW,2287,AU,Y,2025-02-25,2025-04-16,Single Day Entry,4,50,False,Australia,2025-02,2025-04,50,200
Newington,NSW,2127,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Frenchs Forest,NSW,2086,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Quakers Hill,NSW,2763,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Regents Park,QLD,4118,AU,Y,2025-02-25,2025-04-15,Dino Adventures,7,25,False,Australia,2025-02,2025-04,49,175
Regents Park,QLD,4118,AU,Y,2025-02-25,2025-04-15,Reserved Seating,1,50,False,Australia,2025-02,2025-04,49,50
Regents Park,QLD,4118,AU,Y,2025-02-25,2025-04-15,Reserved Seating,2,50,False,Australia,2025-02,2025-04,49,100
Regents Park,QLD,4118,AU,Y,2025-02-25,2025-04-15,Reserved Seating,4,50,False,Australia,2025-02,2025-04,49,200
Caringbah,NSW,2229,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,51,70
Largs,NSW,2320,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-19,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,53,70
Epping,NSW,2121,AU,Y,2025-02-25,2025-04-19,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,53,35
Kooringal,NSW,2650,AU,N,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Kooringal,NSW,2650,AU,N,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Hill Top,NSW,2575,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Terrigal,NSW,2260,AU,Y,2025-02-25,2025-04-17,Dino Adventures,3,25,False,Australia,2025-02,2025-04,51,75
Terrigal,NSW,2260,AU,Y,2025-02-25,2025-04-17,Reserved Seating,2,50,False,Australia,2025-02,2025-04,51,100
Terrigal,NSW,2260,AU,Y,2025-02-25,2025-04-17,Reserved Seating,1,50,False,Australia,2025-02,2025-04,51,50
Kooringal,NSW,2650,AU,N,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Kooringal,NSW,2650,AU,N,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Hunterview,NSW,2330,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Hunterview,NSW,2330,AU,Y,2025-02-25,2025-04-16,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Liverpool,NSW,2170,AU,N,2025-02-25,2025-04-20,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,54,35
Picnic Point,NSW,2213,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Sydney,NSW,2763,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
North Strathfield,NSW,2137,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
North Strathfield,NSW,2137,AU,Y,2025-02-25,2025-04-12,Single Day Entry,3,50,False,Australia,2025-02,2025-04,46,150
St Georges Basin,NSW,2540,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
St Georges Basin,NSW,2540,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
St Georges Basin,NSW,2540,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Lindfield,NSW,2070,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Lindfield,NSW,2070,AU,Y,2025-02-25,2025-04-17,Single Day Entry,4,50,False,Australia,2025-02,2025-04,51,200
Greystanes,NSW,2145,AU,N,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Greystanes,NSW,2145,AU,N,2025-02-25,2025-04-16,Single Day Entry,4,50,False,Australia,2025-02,2025-04,50,200
Schofields,NSW,2762,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Schofields,NSW,2762,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Bankstown,NSW,2200,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Liverpool,NSW,2170,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,51,35
Liverpool,NSW,2170,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,51,35
Panania,NSW,2213,AU,N,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Panania,NSW,2213,AU,N,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Roseville,NSW,2069,AU,N,2025-02-25,2025-04-16,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Wyoming,NSW,2250,AU,N,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Rosemeadow,NSW,2560,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Dubbo,NSW,2830,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Newington,NSW,2127,AU,N,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Newington,NSW,2127,AU,N,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Edmondson Park,NSW,2174,AU,Y,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Edmondson Park,NSW,2174,AU,Y,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Mount Druitt,NSW,2770,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Mount Druitt,NSW,2770,AU,N,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Lambton,NSW,2299,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Halekulani,NSW,2262,AU,Y,2025-02-25,2025-04-16,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Caringbah,NSW,2229,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Stanhope Gardens,NSW,2768,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Stanhope Gardens,NSW,2768,AU,Y,2025-02-25,2025-04-16,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Ramsgate Beach,NSW,2217,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Ramsgate Beach,NSW,2217,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Lake Munmorah,NSW,2259,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Lake Munmorah,NSW,2259,AU,Y,2025-02-25,2025-04-22,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Parramatta,NSW,2150,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Chittaway Bay,NSW,2261,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Erskineville,NSW,2043,AU,N,2025-02-25,2025-04-18,Reserved Seating,5,50,False,Australia,2025-02,2025-04,52,250
Dapto,NSW,2530,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Albion Park Rail,NSW,2527,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Parramatta,NSW,2150,AU,Y,2025-02-25,2025-04-17,Single Day Entry,4,50,False,Australia,2025-02,2025-04,51,200
Hurstville,NSW,2220,AU,Y,2025-02-25,2025-04-17,Single Day Entry,25,50,False,Australia,2025-02,2025-04,51,1250
Hornsby,NSW,2077,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Hurstville,NSW,2220,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Miller,NSW,2168,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Miller,NSW,2168,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Miller,NSW,2168,AU,Y,2025-02-25,2025-04-22,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Padstow,NSW,2211,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Padstow,NSW,2211,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Padstow,NSW,2211,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
nan,,,,N,2025-02-25,2025-04-20,After 4pm Entry,1,35,True,International,2025-02,2025-04,54,35
Bondi Junction,NSW,2022,AU,Y,2025-02-25,2025-04-16,After 4pm Entry,3,35,False,Australia,2025-02,2025-04,50,105
Oran Park,NSW,2570,AU,N,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Higgins,ACT,2615,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Macquarie Park,NSW,2113,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,51,70
Macquarie Park,NSW,2113,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,51,70
nan,,,,N,2025-02-25,2025-04-11,Single Day Entry,1,50,True,International,2025-02,2025-04,45,50
nan,,,,N,2025-02-25,2025-04-19,Reserved Seating,1,50,True,International,2025-02,2025-04,53,50
Queens Park,NSW,2022,AU,Y,2025-02-25,2025-04-17,Single Day Entry,1,50,False,Australia,2025-02,2025-04,51,50
Queens Park,NSW,2022,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Albion Park,NSW,2518,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Wolli Creek,NSW,2205,AU,Y,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Leumeah,NSW,2560,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Miranda,NSW,2228,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Revesby,NSW,2212,AU,Y,2025-02-25,2025-04-17,Reserved Seating,4,50,False,Australia,2025-02,2025-04,51,200
Denham Court,NSW,2565,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,51,35
Denham Court,NSW,2565,AU,Y,2025-02-25,2025-04-17,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,51,35
Point Cook,VIC,3030,AU,Y,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Berry,NSW,2535,AU,N,2025-02-25,2025-04-12,Single Day Entry,3,50,False,Australia,2025-02,2025-04,46,150
Berry,NSW,2535,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Shellharbour,NSW,2529,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Castle Hill,NSW,2154,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Millthorpe,NSW,2798,AU,Y,2025-02-25,2025-04-17,Reserved Seating,2,50,False,Australia,2025-02,2025-04,51,100
Millthorpe,NSW,2798,AU,Y,2025-02-25,2025-04-17,Reserved Seating,1,50,False,Australia,2025-02,2025-04,51,50
Castle Hill,NSW,2154,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Mount Riverview,NSW,2774,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Round Corner,NSW,2158,AU,N,2025-02-25,2025-04-15,Reserved Seating,3,50,False,Australia,2025-02,2025-04,49,150
Wyoming,NSW,2250,AU,Y,2025-02-25,2025-04-17,Single Day Entry,2,50,False,Australia,2025-02,2025-04,51,100
Glen Oak,NSW,2320,AU,Y,2025-02-25,2025-04-12,Big Bush BBQ,2,20,False,Australia,2025-02,2025-04,46,40
Hinchinbrook,NSW,2168,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Bexley North,NSW,2207,AU,Y,2025-02-25,2025-04-18,Reserved Seating,2,50,False,Australia,2025-02,2025-04,52,100
Bexley North,NSW,2207,AU,Y,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Bexley North,NSW,2207,AU,Y,2025-02-25,2025-04-18,Reserved Seating,1,50,False,Australia,2025-02,2025-04,52,50
Jordan Springs,NSW,2747,AU,Y,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Jordan Springs,NSW,2747,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Cranebrook,NSW,2749,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Summer Hill,NSW,2130,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Umina Beach,NSW,2257,AU,Y,2025-02-25,2025-04-22,Dino Adventures,2,25,False,Australia,2025-02,2025-04,56,50
Umina Beach,NSW,2257,AU,Y,2025-02-25,2025-04-22,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Hong Kong,,0,HK,N,2025-02-25,2025-04-17,Reserved Seating,4,50,True,International,2025-02,2025-04,51,200
Mount Warrigal,NSW,2528,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Caddens,NSW,2747,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Caddens,NSW,2747,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Caddens,NSW,2747,AU,N,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Dapto,NSW,2530,AU,Y,2025-02-25,2025-04-16,Single Day Entry,3,50,False,Australia,2025-02,2025-04,50,150
Telarah,NSW,2320,AU,Y,2025-02-25,2025-04-19,After 4pm Entry,4,35,False,Australia,2025-02,2025-04,53,140
Tregear,NSW,2770,AU,N,2025-02-25,2025-04-12,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
nan,,,,N,2025-02-25,2025-04-12,Single Day Entry,2,50,True,International,2025-02,2025-04,46,100
Mooloolah Valley,QLD,4553,AU,N,2025-02-25,2025-04-17,Reserved Seating,6,50,False,Australia,2025-02,2025-04,51,300
Mooloolah Valley,QLD,4553,AU,N,2025-02-25,2025-04-17,Reserved Seating,1,50,False,Australia,2025-02,2025-04,51,50
Hong Kong,,0,HK,N,2025-02-25,2025-04-18,Reserved Seating,4,50,True,International,2025-02,2025-04,52,200
Eglinton,NSW,2795,AU,Y,2025-02-25,2025-04-12,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Eglinton,NSW,2795,AU,Y,2025-02-25,2025-04-12,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Carlingford,NSW,2118,AU,Y,2025-02-25,2025-04-16,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,50,70
Carlingford,NSW,2118,AU,Y,2025-02-25,2025-04-16,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,50,35
nan,,,,N,2025-02-25,2025-04-19,Single Day Entry,1,50,True,International,2025-02,2025-04,53,50
